ID	Property	原文	正誤判定	正解Propertyの詳細	場面内の主語	場面内の述語	場面内の目的語
146	Who	ホズマ	True		〇	〇	〇
146	hasPredicate	訪ねる	True	hasPredicate	〇	〇	〇
146	Obj	舞踏会の翌日	True	When	〇	〇	〇
146	Obj	サザランドの家	True	Where	〇	〇	〇
147	対象文	サザランドは舞踏会の後もホズマに会う			×	〇	〇
147	Who	サザランド舞踏会の後	False		×	〇	〇
147	hasPredicate	会う	True	hasPredicate	×	〇	〇
147	Obj	ホズマ	True	Whom	×	〇	〇
148	対象文	サザランドはホズマと二度会っている			〇	〇	〇
148	Who	サザランド	True		〇	〇	〇
148	hasPredicate	会っている	True	hasPredicate	〇	〇	〇
148	Obj	ホズマ	True	Whom	〇	〇	〇
148	Obj	二度	True	When	〇	〇	〇
149	対象文	ウィンディバンクは家に戻った			〇	×	〇
149	Who	ウィンディバンク	True		〇	×	〇
149	hasPredicate	戻った	False		〇	×	〇
149	Obj	家	True	Where	〇	×	〇
150	対象文	ホズマは家に来られない			〇	〇	〇
150	Who	ホズマ	True		〇	〇	〇
150	hasPredicate	来られない	True	hasPredicate	〇	〇	〇
150	Obj	家	True	Where	〇	〇	〇
151	対象文	ウィンディバンクは以下が嫌いである			〇	×	無
151	Who	ウィンディバンク	True		〇	×	無
151	hasPredicate	以下が嫌いである	False		〇	×	無
152	対象文	客が家に入る			〇	〇	〇
152	Who	客	True		〇	〇	〇
152	hasPredicate	入る	True	hasPredicate	〇	〇	〇
152	Obj	家	True	Where	〇	〇	〇
153	対象文	ウィンディバンクは以下を思った			〇	×	×
153	Who	ウィンディバンク	True		〇	×	×
153	hasPredicate	思った	False		〇	×	×
153	Obj	以下	False	判別不能	〇	×	×
154	対象文	家庭内で女性は幸せである			〇	〇	×
154	Who	女性	True		〇	〇	×
154	hasPredicate	幸せである	True	hasProperty	〇	〇	×
154	Obj	家庭内	False	判別不能	〇	〇	×
155	対象文	サザランドは以下を言った			〇	×	×
155	Who	サザランド	True		〇	×	×
155	hasPredicate	言った	False		〇	×	×
155	Obj	以下	False	判別不能	〇	×	×
156	対象文	サザランドは母に言った			〇	×	〇
156	Who	サザランド	True		〇	×	〇
156	hasPredicate	言った	False		〇	×	〇
156	Obj	母	True	Whom	〇	×	〇
157	対象文	女性は家庭が欲しい			〇	×	無
157	Who	女性	True		〇	×	無
157	hasPredicate	家庭が欲しい	False		〇	×	無
158	対象文	サザランドは家庭がない			〇	×	無
158	Who	サザランド	True		〇	×	無
158	hasPredicate	家庭がない	False		〇	×	無
159	対象文	ウィンディバンクは一週間後にフランスへ行く			〇	〇	〇
159	Who	ウィンディバンク	True		〇	〇	〇
159	hasPredicate	行く	True	hasPredicate	〇	〇	〇
159	Obj	一週間後	True	When	〇	〇	〇
159	Obj	フランス	True	Where	〇	〇	〇
160	対象文	ホズマは以下を言った			〇	×	×
160	Who	ホズマ	True		〇	×	×
160	hasPredicate	言った	False		〇	×	×
160	Obj	以下	False	判別不能	〇	×	×
161	対象文	ホズマはウィンディバンクがいる間にサザランドと会わない			×	×	×
161	Who	ホズマ	False		×	×	×
161	hasPredicate	会わない	False		×	×	×
161	Obj	ウィンディバンクがいる間	False	判別不能	×	×	×
161	Obj	サザランド	False	判別不能	×	×	×
163	対象文	サザランドは以下を言った			〇	×	×
163	Who	サザランド	True		〇	×	×
163	hasPredicate	言った	False		〇	×	×
163	Obj	以下	False	判別不能	〇	×	×
164	対象文	サザランドとホズマは毎日、手紙を書いた			〇	×	〇
164	Who	サザランド	True		〇	×	〇
164	Who	ホズマ	True		〇	×	〇
164	hasPredicate	毎日、手紙を書いた	False		〇	×	〇
164	Obj	手紙	True	What	〇	×	〇
165	対象文	サザランドは手紙を朝受け取った			〇	×	〇
165	Who	サザランド	True		〇	×	〇
165	hasPredicate	朝受け取った	False		〇	×	〇
165	Obj	手紙	True	What	〇	×	〇
166	対象文	ウィンディバンクは手紙を知らない			〇	〇	〇
166	Who	ウィンディバンク	True		〇	〇	〇
166	hasPredicate	知らない	True	hasPredicate	〇	〇	〇
166	Obj	手紙	True	What	〇	〇	〇
167	対象文	サザランドは初散歩の時にホズマと婚約した			〇	×	△
167	Who	サザランド	True		〇	×	△
167	hasPredicate	婚約した	False		〇	×	△
167	Obj	初散歩の時	False	判別不能	〇	×	△
167	Obj	ホズマ	True	Whom	〇	×	△
168	対象文	ホズマはレドンホール街の事務所の出納係である			〇	〇	無
168	Who	ホズマ	True		〇	〇	無
168	hasPredicate	レドンホール街の事務所の出納係である	True	hasProperty	〇	〇	無
169	対象文	サザランドはホズマの業種を知らない			〇	〇	〇
169	Who	サザランド	True		〇	〇	〇
169	hasPredicate	知らない	True	hasPredicate	〇	〇	〇
169	Obj	ホズマの業種	True	What	〇	〇	〇
170	対象文	ホズマはレドンホール街の事務所に住んでいる			〇	〇	〇
170	Who	ホズマ	True		〇	〇	〇
170	hasPredicate	住んでいる	True	hasPredicate	〇	〇	〇
170	Obj	レドンホール街の事務所	True	Where	〇	〇	〇
171	対象文	サザランドは以下を知っている			〇	〇	×
171	Who	サザランド	True		〇	〇	×
171	hasPredicate	知っている	True	hasPredicate	〇	〇	×
171	Obj	以下	False	判別不能	〇	〇	×
172	対象文	ホズマの住所はレドンホール街にある			〇	〇	〇
172	Who	ホズマの住所	True		〇	〇	〇
172	hasPredicate	ある	True	hasPredicate	〇	〇	〇
172	Obj	レドンホール街	True	Where	〇	〇	〇
173	対象文	サザランドは手紙をレドンホール街郵便局へ送った			〇	×	〇
173	Who	サザランド	True		〇	×	〇
173	hasPredicate	送った	False		〇	×	〇
173	Obj	手紙	True	What	〇	×	〇
173	Obj	レドンホール街郵便局	True	To	〇	×	〇
174	対象文	ホズマは以下を言った			〇	×	×
174	Who	ホズマ	True		〇	×	×
174	hasPredicate	言った	False		〇	×	×
174	Obj	以下	False	判別不能	〇	×	×
176	対象文	サザランドの手紙が事務所に届く			〇	〇	〇
176	Who	サザランドの手紙	True		〇	〇	〇
176	hasPredicate	届く	True	hasPredicate	〇	〇	〇
176	Obj	事務所	True	To	〇	〇	〇
178	対象文	ホズマは同僚にからかわれる			〇	〇	〇
178	Who	ホズマ	True		〇	〇	〇
178	hasPredicate	からかわれる	True	hasPredicate	〇	〇	〇
178	Obj	同僚	True	Whom	〇	〇	〇
179	対象文	ホズマはタイプ打ちの手紙を受け取りたくない			×	×	無
179	Who		False		×	×	無
179	hasPredicate	ホズマはタイプ打ちの手紙を受け取りたくない	False		×	×	無
180	対象文	手書きの手紙はサザランドを感じる			×	〇	×
180	Who	手書きの手紙	False		×	〇	×
180	hasPredicate	感じる	True	hasPredicate	×	〇	×
180	Obj	サザランド	False	判別不能	×	〇	×
181	対象文	タイプ打ちの手紙は機械を感じる			×	〇	〇
181	Who	タイプ打ちの手紙	False		×	〇	〇
181	hasPredicate	感じる	True	hasPredicate	×	〇	〇
181	Obj	機械	True	What	×	〇	〇
182	対象文	サザランドは以下を言った			〇	×	×
182	Who	サザランド	True		〇	×	×
182	hasPredicate	言った	False		〇	×	×
182	Obj	以下	False	判別不能	〇	×	×
183	対象文	ホズマはサザランドを愛している			〇	〇	〇
183	Who	ホズマ	True		〇	〇	〇
183	hasPredicate	愛している	True	hasPredicate	〇	〇	〇
183	Obj	サザランド	True	Whom	〇	〇	〇
184	対象文	ホズマは気を配る			〇	×	×
184	Who	ホズマ	True		〇	×	×
184	hasPredicate	配る	False		〇	×	×
184	Obj	気	False	判別不能	〇	×	×
185	対象文	ホームズは座右（以下）の銘を言った			〇	×	×
185	Who	ホームズ	True		〇	×	×
185	hasPredicate	言った	False		〇	×	×
185	Obj	座右（以下）の銘	False	判別不能	〇	×	×
186	対象文	細事の大事は無限である			×	〇	無
186	Who	細事の大事	False		×	〇	無
186	hasPredicate	無限である	True	hasProperty	×	〇	無
187	対象文	サザランドは以下を言った			〇	×	×
187	Who	サザランド	True		〇	×	×
187	hasPredicate	言った	False		〇	×	×
187	Obj	以下	False	判別不能	〇	×	×
188	対象文	ホズマは恥ずかしがり屋である			×	×	無
188	Who	ホズマ	False		×	×	無
188	hasPredicate	恥ずかしがり屋である	False		×	×	無
192	対象文	ホズマは内気である			〇	〇	無
192	Who	ホズマ	True		〇	〇	無
192	hasPredicate	内気である	True	hasProperty	〇	〇	無
193	対象文	ホズマは紳士らしい			〇	〇	無
193	Who	ホズマ	True		〇	〇	無
193	hasPredicate	紳士らしい	True	hasProperty	〇	〇	無
194	対象文	ホズマの声が細い			×	〇	無
194	Who	ホズマの声	False		×	〇	無
194	hasPredicate	細い	True	hasPredicate	×	〇	無
195	対象文	ホズマは若いときに扁桃炎を患った			〇	×	△
195	Who	ホズマ	True		〇	×	△
195	hasPredicate	患った	False		〇	×	△
195	Obj	若いとき	False	判別不能	〇	×	△
195	Obj	扁桃炎	True	What	〇	×	△
197	対象文	ホズマは弱い喉を持つ			〇	〇	〇
197	Who	ホズマ	True		〇	〇	〇
197	hasPredicate	持つ	True	hasPredicate	〇	〇	〇
197	Obj	弱い喉	True	What	〇	〇	〇
198	対象文	ホズマはささやくように話す			〇	×	無
198	Who	ホズマ	True		〇	×	無
198	hasPredicate	ささやくように話す	False		〇	×	無
199	対象文	ホズマの身だしなみはよい			×	〇	無
199	Who	ホズマの身だしなみ	False		×	〇	無
199	hasPredicate	よい	True	hasProperty	×	〇	無
200	対象文	ホズマの目は悪い			×	〇	無
200	Who	ホズマの目	False		×	〇	無
200	hasPredicate	悪い	True	hasPredicate	×	〇	無
201	対象文	ホズマは色眼鏡を持つ			〇	〇	〇
201	Who	ホズマ	True		〇	〇	〇
201	hasPredicate	持つ	True	hasPredicate	〇	〇	〇
201	Obj	色眼鏡	True	What	〇	〇	〇
202	対象文	ホズマは以下を言った			〇	×	×
202	Who	ホズマ	True		〇	×	×
202	hasPredicate	言った	False		〇	×	×
202	Obj	以下	False	判別不能	〇	×	×
203	対象文	ホズマはサザランドの父の帰国前にサザランドと結婚したい			〇	〇	〇
203	Who	ホズマ	True		〇	〇	〇
203	hasPredicate	結婚したい	True	hasPredicate	〇	〇	〇
203	Obj	サザランドの父の帰国前	True	When	〇	〇	〇
203	Obj	サザランド	True	Whom	〇	〇	〇
204	対象文	ホズマは熱心だった			〇	×	無
204	Who	ホズマ	True		〇	×	無
204	hasPredicate	熱心だった	False		〇	×	無
205	対象文	ホズマはサザランドに聖書を持たせた			〇	×	〇
205	Who	ホズマ	True		〇	×	〇
205	hasPredicate	持たせた	False		〇	×	〇
205	Obj	サザランド	True	Whom	〇	×	〇
205	Obj	聖書	True	What	〇	×	〇
206	対象文	ホズマは以下をサザランドに誓わせた			〇	×	〇
206	Who	ホズマ	True		〇	×	〇
206	hasPredicate	誓わせた	False		〇	×	〇
206	Obj	以下	True	What	〇	×	〇
206	Obj	サザランド	True	Whom	〇	×	〇
207	対象文	サザランドはホズマを信じる			〇	〇	〇
207	Who	サザランド	True		〇	〇	〇
207	hasPredicate	信じる	True	hasPredicate	〇	〇	〇
207	Obj	ホズマ	True	What	〇	〇	〇
208	対象文	サザランドの母は上記に賛成だった			〇	×	×
208	Who	サザランドの母	True		〇	×	×
208	hasPredicate	賛成だった	False		〇	×	×
208	Obj	上記	False	判別不能	〇	×	×
209	対象文	サザランドの母はホズマをサザランドより愛していた			〇	×	〇
209	Who	サザランドの母	True		〇	×	〇
209	hasPredicate	愛していた	False		〇	×	〇
209	Obj	ホズマ	True	Whom	〇	×	〇
209	Obj	サザランド	True	How	〇	×	〇
210	対象文	ホズマは以下を言った			〇	×	×
210	Who	ホズマ	True		〇	×	×
210	hasPredicate	言った	False		〇	×	×
210	Obj	以下	False	判別不能	〇	×	×
211	対象文	ホズマは今週、サザランドと結婚する			〇	×	×
211	Who	ホズマ	True		〇	×	×
211	hasPredicate	今週、サザランドと結婚する	False		〇	×	×
211	Obj	サザランド	False	判別不能	〇	×	×
212	対象文	サザランドはウィンディバンクを心配した			〇	×	〇
212	Who	サザランド	True		〇	×	〇
212	hasPredicate	心配した	False		〇	×	〇
212	Obj	ウィンディバンク	True	What	〇	×	〇
213	対象文	サザランドの母とホズマは以下を言った			〇	×	〇
213	Who	サザランドの母	True		〇	×	〇
213	Who	ホズマ	True		〇	×	〇
213	hasPredicate	言った	False		〇	×	〇
213	Obj	以下	True	What	〇	×	〇
214	対象文	サザランドはウィンディバンクを心配しない			〇	〇	〇
214	Who	サザランド	True		〇	〇	〇
214	hasPredicate	心配しない	True	hasPredicate	〇	〇	〇
214	Obj	ウィンディバンク	True	What	〇	〇	〇
215	対象文	サザランドの母はウィンディバンクに対応する			〇	〇	〇
215	Who	サザランドの母	True		〇	〇	〇
215	hasPredicate	対応する	True	hasPredicate	〇	〇	〇
215	Obj	ウィンディバンク	True	Whom	〇	〇	〇
216	対象文	サザランドは結婚式前にウィンディバンクに報告したい			〇	〇	△
216	Who	サザランド	True		〇	〇	△
216	hasPredicate	報告したい	True	hasPredicate	〇	〇	△
216	Obj	結婚式前	True	When	〇	〇	△
216	Obj	ウィンディバンク	False	判別不能	〇	〇	△
217	対象文	ウィンディバンクはボルドーの会社のフランス事務所で働いている			〇	〇	〇
217	Who	ウィンディバンク	True		〇	〇	〇
217	hasPredicate	働いている	True	hasPredicate	〇	〇	〇
217	Obj	ボルドーの会社のフランス事務所	True	Where	〇	〇	〇
218	対象文	サザランドはウィンディバンクに手紙を送った			〇	×	〇
218	Who	サザランド	True		〇	×	〇
218	hasPredicate	送った	False		〇	×	〇
218	Obj	ウィンディバンク	True	To	〇	×	〇
218	Obj	手紙	True	What	〇	×	〇
219	対象文	手紙は結婚式当日の朝にサザランドに戻ってきた			×	×	〇
219	Who	手紙	False		×	×	〇
219	hasPredicate	戻ってきた	False		×	×	〇
219	Obj	結婚式当日の朝	True	When	×	×	〇
219	Obj	サザランド	True	To	×	×	〇
220	対象文	手紙はウィンディバンクに届かなかった			×	×	×
220	Who	手紙	False		×	×	×
220	hasPredicate	届かなかった	False		×	×	×
220	Obj	ウィンディバンク	False	判別不能	×	×	×
221	対象文	ウィンディバンクは手紙が着く直前にイングランドへ発った			〇	×	△
221	Who	ウィンディバンク	True		〇	×	△
221	hasPredicate	発った	False		〇	×	△
221	Obj	手紙が着く直前	True	When	〇	×	△
221	Obj	イングランド	False	判別不能	〇	×	△
223	対象文	結婚式は金曜日に行う			×	〇	〇
223	Who	結婚式	False		×	〇	〇
223	hasPredicate	行う	True	hasPredicate	×	〇	〇
223	Obj	金曜日	True	When	×	〇	〇
224	対象文	結婚式は聖セントセイヴィア教会で行う			〇	〇	〇
224	Who	結婚式	True		〇	〇	〇
224	hasPredicate	行う	True	hasPredicate	〇	〇	〇
224	Obj	聖セントセイヴィア教会	True	Where	〇	〇	〇
226	対象文	サザランドとホズマは聖セントパンクラス・ホテルで朝食を食べる			〇	〇	〇
226	Who	サザランド	True		〇	〇	〇
226	Who	ホズマ	True		〇	〇	〇
226	hasPredicate	食べる	True	hasPredicate	〇	〇	〇
226	Obj	聖セントパンクラス・ホテル	True	Where	〇	〇	〇
226	Obj	朝食	True	What	〇	〇	〇
227	対象文	先週の金曜日、ホズマはハンソム馬車で来た			〇	×	△
227	Who	ホズマ	True		〇	×	△
227	hasPredicate	来た	False		〇	×	△
227	Obj	先週の金曜日	False	判別不能	〇	×	△
227	Obj	ハンソム馬車	True	How	〇	×	△
228	対象文	ホズマはサザランドとサザランドの母をハンソム馬車に乗せた			〇	×	〇
228	Who	ホズマ	True		〇	×	〇
228	hasPredicate	乗せた	False		〇	×	〇
228	Obj	サザランド	True	What	〇	×	〇
228	Obj	サザランドの母	True	What	〇	×	〇
228	Obj	ハンソム馬車	True	Where	〇	×	〇
229	対象文	ホズマは辻馬車に乗った			〇	×	〇
229	Who	ホズマ	True		〇	×	〇
229	hasPredicate	乗った	False		〇	×	〇
229	Obj	辻馬車	True	Where	〇	×	〇
230	対象文	通りには他の馬車はいなかった			〇	×	×
230	Who	他の馬車	True		〇	×	×
230	hasPredicate	いなかった	False		〇	×	×
230	Obj	通りに	False	判別不能	〇	×	×
231	対象文	サザランドとサザランドの母はホズマより先に教会に着いた			〇	×	〇
231	Who	サザランド	True		〇	×	〇
231	Who	サザランドの母	True		〇	×	〇
231	hasPredicate	着いた	False		〇	×	〇
231	Obj	ホズマより先	True	When	〇	×	〇
231	Obj	教会	True	Where	〇	×	〇
232	対象文	ホズマは辻馬車にいなかった			〇	×	〇
232	Who	ホズマ	True		〇	×	〇
232	hasPredicate	いなかった	False		〇	×	〇
232	Obj	辻馬車	True	Where	〇	×	〇
233	対象文	辻馬車の御者が辻馬車の下を覗いた			〇	×	〇
233	Who	辻馬車の御者	True		〇	×	〇
233	hasPredicate	覗いた	False		〇	×	〇
233	Obj	辻馬車の下	True	Where	〇	×	〇
234	対象文	辻馬車の下には誰もいなかった			×	×	×
234	Who	誰	False		×	×	×
234	hasPredicate	いなかった	False		×	×	×
234	Obj	辻馬車の下に	False	判別不能	×	×	×
235	対象文	御者はホズマの居場所が分からない			〇	×	無
235	Who	御者	True		〇	×	無
235	hasPredicate	ホズマの居場所が分からない	False		〇	×	無
236	対象文	御者は以下を見た			〇	×	×
236	Who	御者	True		〇	×	×
236	hasPredicate	見た	False		〇	×	×
236	Obj	以下	False	判別不能	〇	×	×
237	対象文	ホズマが辻馬車に入る			〇	〇	〇
237	Who	ホズマ	True		〇	〇	〇
237	hasPredicate	入る	True	hasPredicate	〇	〇	〇
237	Obj	辻馬車	True	Where	〇	〇	〇
239	対象文	ホズマは手紙を送らない			〇	〇	〇
239	Who	ホズマ	True		〇	〇	〇
239	hasPredicate	送らない	True	hasPredicate	〇	〇	〇
239	Obj	手紙	True	What	〇	〇	〇
240	対象文	ホズマは姿を見せない			〇	〇	〇
240	Who	ホズマ	True		〇	〇	〇
240	hasPredicate	見せない	True	hasPredicate	〇	〇	〇
240	Obj	姿	True	What	〇	〇	〇
241	対象文	サザランドはホズマの行方をわからない			〇	〇	〇
241	Who	サザランド	True		〇	〇	〇
241	hasPredicate	わからない	True	hasPredicate	〇	〇	〇
241	Obj	ホズマの行方	True	What	〇	〇	〇
242	対象文	ホズマはサザランドを捨てない			〇	〇	〇
242	Who	ホズマ	True		〇	〇	〇
242	hasPredicate	捨てない	True	hasPredicate	〇	〇	〇
242	Obj	サザランド	True	What	〇	〇	〇
243	対象文	先週の金曜日の朝、ホズマはサザランドに以下を言った			〇	×	△
243	Who	ホズマ	True		〇	×	△
243	hasPredicate	言った	False		〇	×	△
243	Obj	先週の金曜日の朝	False	判別不能	〇	×	△
243	Obj	サザランド	True	Whom	〇	×	△
243	Obj	以下	False	判別不能	〇	×	△
244	対象文	サザランドはホズマを信じる			〇	〇	〇
244	Who	サザランド	True		〇	〇	〇
244	hasPredicate	信じる	True	hasPredicate	〇	〇	〇
244	Obj	ホズマ	True	Whom	〇	〇	〇
245	対象文	サザランドは上記を誓った			〇	×	×
245	Who	サザランド	True		〇	×	×
245	hasPredicate	誓った	False		〇	×	×
245	Obj	上記	False	判別不能	〇	×	×
247	対象文	サザランドがホズマと離れる			〇	〇	〇
247	Who	サザランド	True		〇	〇	〇
247	hasPredicate	離れる	True	hasPredicate	〇	〇	〇
247	Obj	ホズマ	True	From	〇	〇	〇
248	対象文	現在、サザランドはホズマの言葉を理解した			〇	×	〇
248	Who	サザランド	True		〇	×	〇
248	hasPredicate	現在、サザランドはホズマの言葉を理解した	False		〇	×	〇
248	Obj	ホズマの言葉	True	What	〇	×	〇
249	対象文	サザランドは以下を思う			〇	〇	×
249	Who	サザランド	True		〇	〇	×
249	hasPredicate	思う	True	hasPredicate	〇	〇	×
249	Obj	以下	False	判別不能	〇	〇	×
250	対象文	ホズマは危険を知っていた			〇	×	〇
250	Who	ホズマ	True		〇	×	〇
250	hasPredicate	知っていた	False		〇	×	〇
250	Obj	危険	True	What	〇	×	〇
252	対象文	ホズマは上記を言った			〇	×	×
252	Who	ホズマ	True		〇	×	×
252	hasPredicate	言った	False		〇	×	×
252	Obj	上記	False	判別不能	〇	×	×
253	対象文	サザランドは以下を言った			〇	×	×
253	Who	サザランド	True		〇	×	×
253	hasPredicate	言った	False		〇	×	×
253	Obj	以下	False	判別不能	〇	×	×
254	対象文	サザランドはホズマの危険を知らない			〇	〇	〇
254	Who	サザランド	True		〇	〇	〇
254	hasPredicate	知らない	True	hasPredicate	〇	〇	〇
254	Obj	ホズマの危険	True	What	〇	〇	〇
255	対象文	サザランドはサザランドの母とウィンディバンクにホズマ失踪を伝えた			〇	×	〇
255	Who	サザランド	True		〇	×	〇
255	hasPredicate	伝えた	False		〇	×	〇
255	Obj	サザランドの母	True	Whom	〇	×	〇
255	Obj	ウィンディバンク	True	Whom	〇	×	〇
255	Obj	ホズマ失踪	True	What	〇	×	〇
256	対象文	サザランドの母はホズマ失踪に怒った			〇	×	×
256	Who	サザランドの母	True		〇	×	×
256	hasPredicate	怒った	False		〇	×	×
256	Obj	ホズマ失踪	False	判別不能	〇	×	×
257	対象文	サザランドの母はサザランドに以下を言った			〇	×	△
257	Who	サザランドの母	True		〇	×	△
257	hasPredicate	言った	False		〇	×	△
257	Obj	サザランド	True	Whom	〇	×	△
257	Obj	以下	False	判別不能	〇	×	△
258	対象文	サザランドはホズマ失踪を話さない			〇	〇	〇
258	Who	サザランド	True		〇	〇	〇
258	hasPredicate	話さない	True	hasPredicate	〇	〇	〇
258	Obj	ホズマ失踪	True	What	〇	〇	〇
259	対象文	ウィンディバンクは以下を言った			〇	×	×
259	Who	ウィンディバンク	True		〇	×	×
259	hasPredicate	言った	False		〇	×	×
259	Obj	以下	False	判別不能	〇	×	×
260	対象文	ホズマはサザランドに連絡する			〇	〇	〇
260	Who	ホズマ	True		〇	〇	〇
260	hasPredicate	連絡する	True	hasPredicate	〇	〇	〇
260	Obj	サザランド	True	Whom	〇	〇	〇
261	対象文	サザランドは以下を言った			〇	×	×
261	Who	サザランド	True		〇	×	×
261	hasPredicate	言った	False		〇	×	×
261	Obj	以下	False	判別不能	〇	×	×
262	対象文	ホズマは自分の財産を持っている			〇	〇	〇
262	Who	ホズマ	True		〇	〇	〇
262	hasPredicate	持っている	True	hasPredicate	〇	〇	〇
262	Obj	自分の財産	True	What	〇	〇	〇
263	対象文	ホズマはサザランドのお金を欲してない			〇	〇	〇
263	Who	ホズマ	True		〇	〇	〇
263	hasPredicate	欲してない	True	hasPredicate	〇	〇	〇
263	Obj	サザランドのお金	True	What	〇	〇	〇
264	対象文	サザランドは眠れない			〇	〇	無
264	Who	サザランド	True		〇	〇	無
264	hasPredicate	眠れない	True	hasPredicate	〇	〇	無
265	対象文	サザランドは泣いた			〇	×	無
265	Who	サザランド	True		〇	×	無
265	hasPredicate	泣いた	False		〇	×	無
266	対象文	ホームズは以下を言った			〇	×	×
266	Who	ホームズ	True		〇	×	×
266	hasPredicate	言った	False		〇	×	×
266	Obj	以下	False	判別不能	〇	×	×
267	対象文	ホームズはホズマ失踪を調べる			〇	〇	〇
267	Who	ホームズ	True		〇	〇	〇
267	hasPredicate	調べる	True	hasPredicate	〇	〇	〇
267	Obj	ホズマ失踪	True	What	〇	〇	〇
268	対象文	ホームズはホズマ失踪を解決できる			〇	〇	〇
268	Who	ホームズ	True		〇	〇	〇
268	hasPredicate	解決できる	True	hasPredicate	〇	〇	〇
268	Obj	ホズマ失踪	True	What	〇	〇	〇
269	対象文	サザランドはホズマを忘れる			〇	〇	〇
269	Who	サザランド	True		〇	〇	〇
269	hasPredicate	忘れる	True	hasPredicate	〇	〇	〇
269	Obj	ホズマ	True	What	〇	〇	〇
270	対象文	サザランドはホズマに会えない			〇	〇	〇
270	Who	サザランド	True		〇	〇	〇
270	hasPredicate	会えない	True	hasPredicate	〇	〇	〇
270	Obj	ホズマ	True	Whom	〇	〇	〇
271	対象文	ホームズはホズマの人相書きを欲しい			〇	〇	〇
271	Who	ホームズ	True		〇	〇	〇
271	hasPredicate	欲しい	True	hasPredicate	〇	〇	〇
271	Obj	ホズマの人相書き	True	What	〇	〇	〇
272	対象文	ホームズはホズマの手紙を欲しい			〇	〇	〇
272	Who	ホームズ	True		〇	〇	〇
272	hasPredicate	欲しい	True	hasPredicate	〇	〇	〇
272	Obj	ホズマの手紙	True	What	〇	〇	〇
273	対象文	サザランドは以下を言った			〇	×	×
273	Who	サザランド	True		〇	×	×
273	hasPredicate	言った	False		〇	×	×
273	Obj	以下	False	判別不能	〇	×	×
274	対象文	先週の土曜に、サザランドは新聞に尋ね人広告を出した			〇	×	△
274	Who	サザランド	True		〇	×	△
274	hasPredicate	出した	False		〇	×	△
274	Obj	先週の土曜	False	判別不能	〇	×	△
274	Obj	新聞	True	To	〇	×	△
274	Obj	尋ね人広告	True	What	〇	×	△
275	対象文	サザランドはホームズに尋ね人広告を渡した			〇	×	〇
275	Who	サザランド	True		〇	×	〇
275	hasPredicate	渡した	False		〇	×	〇
275	Obj	ホームズ	True	Whom	〇	×	〇
275	Obj	尋ね人広告	True	What	〇	×	〇
276	対象文	サザランドはホームズにホズマの手紙を渡した			〇	×	〇
276	Who	サザランド	True		〇	×	〇
276	hasPredicate	渡した	False		〇	×	〇
276	Obj	ホームズ	True	Whom	〇	×	〇
276	Obj	ホズマの手紙	True	What	〇	×	〇
277	対象文	サザランドは以下を言った			〇	×	×
277	Who	サザランド	True		〇	×	×
277	hasPredicate	言った	False		〇	×	×
277	Obj	以下	False	判別不能	〇	×	×
278	対象文	サザランドの住所はキャンバウェルである			〇	〇	無
278	Who	サザランドの住所	True		〇	〇	無
278	hasPredicate	キャンバウェルである	True	hasProperty	〇	〇	無
279	対象文	サザランドはホズマの住所を知らない			〇	〇	〇
279	Who	サザランド	True		〇	〇	〇
279	hasPredicate	知らない	True	hasPredicate	〇	〇	〇
279	Obj	ホズマの住所	True	What	〇	〇	〇
280	対象文	ホズマはウェストハウス＆マーバンクの外商である			〇	×	無
280	Who	ホズマ	True		〇	×	無
280	hasPredicate	ウェストハウス＆マーバンクの外商である	False		〇	×	無
281	対象文	フェンチャーチ街で、ウェストハウス＆マーバンクは最大のクラレット輸入業者である			〇	×	無
281	Who	ウェストハウス＆マーバンク	True		〇	×	無
281	hasPredicate	フェンチャーチ街で、ウェストハウス＆マーバンクは最大のクラレット輸入業者である	False		〇	×	無
282	対象文	ホームズは以下を言った			〇	×	×
282	Who	ホームズ	True		〇	×	×
282	hasPredicate	言った	False		〇	×	×
282	Obj	以下	False	判別不能	〇	×	×
283	対象文	サザランドはホームズの助言を忘れない			〇	〇	〇
283	Who	サザランド	True		〇	〇	〇
283	hasPredicate	忘れない	True	hasPredicate	〇	〇	〇
283	Obj	ホームズの助言	True	What	〇	〇	〇
284	対象文	サザランドはホズマ失踪を忘れる			〇	〇	〇
284	Who	サザランド	True		〇	〇	〇
284	hasPredicate	忘れる	True	hasPredicate	〇	〇	〇
284	Obj	ホズマ失踪	True	What	〇	〇	〇
285	対象文	サザランドは以下を言った			〇	×	×
285	Who	サザランド	True		〇	×	×
285	hasPredicate	言った	False		〇	×	×
285	Obj	以下	False	判別不能	〇	×	×
286	対象文	サザランドはホズマを忘れられない			〇	〇	〇
286	Who	サザランド	True		〇	〇	〇
286	hasPredicate	忘れられない	True	hasPredicate	〇	〇	〇
286	Obj	ホズマ	True	Whom	〇	〇	〇
287	対象文	サザランドはホズマを信じている			〇	〇	〇
287	Who	サザランド	True		〇	〇	〇
287	hasPredicate	信じている	True	hasPredicate	〇	〇	〇
287	Obj	ホズマ	True	Whom	〇	〇	〇
288	対象文	ワトソンはサザランドに気品と敬意を感じた			〇	×	〇
288	Who	ワトソン	True		〇	×	〇
288	hasPredicate	感じた	False		〇	×	〇
288	Obj	サザランド	True	Whom	〇	×	〇
288	Obj	気品	True	What	〇	×	〇
